text,label
(I feel like that last option is not a good one...),3
"If we create a unique issue for each block, I think that the general framework of the proposed changes might be less clear.",3
"Question - who would be the audience for the GitHub issues? If it is those who will need to make changes, an issue for each block would seem to make more sense?",3
"That was also my concern.  Easier to resolve, however, possibly.",3
"Maybe one issue per issue, and then whoever gets to work on it will decide if they split it into multiple sub issues or not? (edited)",3
"It's also possible that these issues would be best resolved as a group, anyway; a single common change through several blocks might be best done as a single commit.",3
I'll go with that. One issue for each type of concern.,3
"Maybe these issues can be grouped in a single project: this way, it would be easier to understand them as a whole. (edited)",3
"I wonder if we can do something coordinated, like what Joe did for the block focus.
Does anyone have any thoughts?",3
Somebody who isn't me should definitely coordinate that.,3
totally agree,3
"I’m happy to coordinate things, just want to hear what folks think",3
"It's a very different type of project - the issue logging will be more complicated than block focus was, since it's not a single pattern we're checking behavior of.",3
"I think the point of doing logging outside of GitHub is so that we can take a look at our concerns as a group; log all the issues that we see, discuss them and agree on them, then transition into GitHub issues - it's a good way to form an overview of concerns & reaching agreement before we create issues. That said, a lot of what we need here is a means to log and track a variety of related but disparate issues.",3
So we need to figure out a good method to do that - that isn't directly in the Gutenberg GitHub repo. I'm not sure we need to be overly formal about it - maybe a combination of Google Docs & Sheets is sufficient. Thoughts?,3
"yep, I agree with what you said. We can use google docs for our initial testing and observations and then move whatever we think needs to be moved to github issues",3
Thoughts on offering it prior to WC Atlanta (April 17th) or after? (edited),3
"Hmm, it could easily be a series that spans before and after",3
"I think that if you do it before, it could help get some new fresh topics/events on the schedule. So once the WordCamp is over, you'll probably have a lot more interested new meetup members, and events already planned to keep the momentum going",3
"and if you keep up with it, new organizers for the next WordCamp too!",3
Excellent suggestions! I will get something scheduled in March to kick it off.,3
Would we want these to be the same or different mentors than the amazing ones who do the main camps?,3
Different.,3
"Mentors need to have first hand experience of what they’re mentoring on. Most WordCamp organizers, myself included, haven’t organized a KidsCamp.",3
We could change that @camikaos,3
"Hello, sorry I was not able to get out of another WP meeting in time to ask this in your chat today. A question from the marketing team. 
Is there any further promotion planned we can help you with or link to for the Meetup survey. Mike Reid highlighted it to the marketing team at this week’s meeting as he received it as a Meetup organizer. Good luck with the survey, and do let us know if we can help.
https://wordpressdotorg.survey.fm/2019-annual-meetup-program-survey",3
"There have been a few discussions to date around how we can improve annual surveys, and we’ve come to some conclusions, shared on that post. Please take some time to review and weigh in!",3
"great proposal, would really love to see those happen. Hopefully the changes will increase amount of persons responding.",3
yeah - the number of responses there have been diminshing each year,3
"Agreed, it would be fantastic and super helpful to get more response on that survey!",3
The next post is a request for feedback on Speaker Feedback Tool Scope: https://make.wordpress.org/community/2020/01/14/feedback-request-speaker-feedback-tool-scope/,3
"The first is a Proposal for an official WordCamp app for iOS, watchOS and tvOS. You can find more info on that here: https://make.wordpress.org/community/2020/01/10/proposal-for-an-official-wordcamp-app-for-ios-watchos-and-tvos/",3
"to be honest, not sure if we need an official app. That will needs someone actively to maintain it…",3
"Maintenance is a very good question, and I think the proposal suggests that the Mobile team do that",3
"I think the features are very limited - just offering whats available in central website.
Platform is biased for iOS users only",3
"im not sold on the idea in general, regardless of how good the app is",3
i dont know if an app is really something that we need or something that would be particularly useful,3
"As we found out, our handbook needs to be updated. We already started working on the worflows for ""everything"" we do, so we can better document it and people can easily find out how to collaborate",3
"I gave it a look on how people navigate through our handbook and saw that our ""Welcome box"" is really outdated and have consufing links...",3
"I started a proposal to change that, and also create a home page for our handbook, that has an short overview of what we do and then will link to more detailed pages for each project",3
"Regarding the welcome box, The initial phrase is tricky. It used to say that we were responsible for everything related to Docs, but we now share it with other teams... I made a suggestion on how to write that, but definetely needs some attention",3
"and also the Home page... I tried to propose something really simple, that gives an overview. I tried to think of something that would have helped me when I first came to the team",3
"(about this, for example, I introduce the DevHub and HelpHub names, because this is something we use internally, but that do not show up anywhere in the interface for visitors... so its very confusing - then I favored using developer.wordpress.org and wordpress.org/support instead",3
"So for now, just wanted to ask for feedback/help on those contents",3
I can take a look at that this week @leogermani,3
"But also, everyone should",3
This is just an addition to Sunday's comments earlier,3
"When we migrated content, we had a lot of volunteers, I noticed references to some supporting WordPress.com help docs that shouldn't have been there",3
"And something came up last week about external links and the policy...and although they don't really violate the policy, some of them probably are outdated",3
"Point is, some of that content probably still needs to be revisited for updates and such",3
@leogermani Create a meta ticket and Ill chime in there,3
@tomf Do you have a list of those pages that contain outdated / irrelevant WordPress.com links?,3
"@Kenshino (Jon) Not really, but I noticed in the process, we weren't so much focused on accuracy of the content at that point, but just getting it moved",3
"Yes, the problems I've seen out on the net elsewhere being reported I don't think are necessarily related to accuracy per say, but reactive",3
"Yet, we did manage to classify many and some people committed to continue helping until we are done",3
"I think our comments were not reactive, but more on the ""how do we help update that article?"" kind of way",3
Do we have the notes of your discussion somewhere? ^,3
"@estelaris With these updates being made, is it worth continuing with the help happy translations? (edited)",3
@Kenshino (Jon) what about the documents that need a better title? Should I give a list of those to @tomf?,3
"I have it hidden in the shadows 
 shall I throw it onto GitHub or something?",3
please do,3
noted,3
"yes, please share it.",3
We definelty need some action to speed this migration up and finish it,3
"with that out of hte way, this survey seems to be asking some questions we can find out without theuser tellingus",3
"for example, how they found us. Thats just stats analysis",3
"Is the goal for the survey from a user view (using the product and finding documentation) or developer view (creating plugins, extending) or both?",3
what device they use...same,3
"the question being asked is ""How complete is our documentation and how can we improve our user docs?""",3
@themiked agree. We talked about looking at stats last week.,3
yep I remember,3
"""How complete is our documentation"" is not an answerable question",3
esp not for end users,3
"I guess we should leave this feedback in the p2 post, so it's all in one place. I'd love to hear from @bph what is a good road map for the survey, with WC Asia in mind.
Feedback period - date
First draft of the form - date
Feedback on the form - date
Release date- date",3
"Also, if anyone is willing to help her on that, please raise your hands in the p2 post. It's a lot of work",3
I think we already set deadline because she's going to holiday soon (edited),3
"Please add your comments by February 12th, and we will be able to prepare the survey in time for launch at WordCamp Asia, February 21st.",3
"@themiked asking in an open ended form like that won't get the answer we want, but it is answerable. If a user is trying to do something, are they getting the answer from WP or elsewhere? (edited)",3
"Who can answer whether we have access to CrowdSignal? If not, iss Google forms an option?",3
why CrowdSignal? was it decided on previous meetings?,3
"CrowdSignal is former Pollbuddy... no decision, but it's the one that might stick around and is not on rented land...",3
as it's owned by Automattic.,3
"oki doki, I think we'll have more info from @Kenshino (Jon)",3
"Does someone want to review whether CrowdSignal is appropriate?
ATM I have pretty low requirements. True false, 5 point likert scale + open ended questions",3
I can create account and test it,3
"yes, it's problematic because HelpHub is child theme for bbPress, plus we want to have SVN and GIT in the same repo",3
"@valentinbora regarding the automation of the redirect process, we have discussed it before and there is an understanding that we didnt want to make it in batch, because we wanted to have our eyes on it. Not sure if it will change one day",3
yes I am very well aware that it’s all handmade work,3
but if there are any opportunities to automate small parts of it count me in,3
I think @atachibana had a little tool to convert Wiki style formatting to the new style too,3
https://unofficialtokyo.com/codex-converter/,3
random stumble upon,3
We should also maybe put out a bit of a celebratory post when we get over 50%,3
Afterall this migration has been going on for like... 5 years,3
(It was stuck until you took it over),3
Okay so the thing is about that and I'm so sorry for holding on to the info for so long,3
"@chanthaboune would like us to actually verify that we had higher engagement when the main WordPress twitter account pushed things out than now where it doesn't.
The assumption that having a Twitter account is just going to magically increase engagement isn't necessarily true, and it may create a discussion channel (on Twitter) that doesn't migrate back to Slack or P2",3
I don't even know if main WordPress account publish things that are specific to what's currently happening in docs team,3
(I didn't even know we have a Twitter account for docs),3
"never mind, we can publish p2 post about what we want to do at WC Asia and then share it everywhere",3
We don't have a Twitter account for Docs,3
The general direction is that the main WordPress account used to publish important news across teams. Now it doesn't.,3
That's what I meant,3
Engagement didn't seem to suffer,3
^ That's the general opinion at the top,3
I don't think it was as detailed as team members would be,3
personally I see a lot of potential but that's probably another discussion for another time,3
one question about those,3
"if someone is translating HelpHub, which badge do they get?",3
polyglots is automatic from glotpress,3
so people will not get one for translating HH,3
"Docs Team. Cause it's not just translation, they're gonna have to learn how to write good docs in their language",3
oki doki,3
They essentially become the localised Docs Team,3
similar question: if someone creates a PR for github gutenberg docs. they get a core badge,3
should they also get a documentation badge?,3
"If they already get a Core Badge, we won't double it up",3
"hm, if someone creates a patch improving the docs for a function, shouldn't he/she receive a docs badge too? (about doubling it up)",3
they automatically get core badge,3
"yep, I know, but shouldn't they receive a docs contrib one?",3
They are improving in-line docs for Core,3
"only if they do things with examples, I guess",3
We've almost gotten to the point that we no longer handle in-line docs.,3
In the similar way we no longer handle handbook changes for other teams,3
(We used to),3
"makes sense, thanks",3
"and about localized HelpHubs, that will require some locale reps, right?",3
"The previous Docs Team lead @drew has commit access. Unfortunately, I don't. So the in-line docs piece has become something that is less reachable to us.",3
"Please @Kenshino (Jon), could you explain this further? ""Docs Team. Cause it's not just translation, they're gonna have to learn how to write good docs in their language""",3
@nobnob - As you say in your profile. Language is poetry. Writing good Docs is potentially different in other languages,3
"Besides that, i do also expect the locales to follow the best practices set by the Docs Team and localise such practices",3
All right! Clear!! Thank you!,3
So do we have a consensus on how we should handle Contributor Badges?,3
@felipeelia and I agree<g>,3
"we've been discussing about the contributor badge for a while now, trying to reach a number of X micro contributions",3
in giving contributors a badge with their first contribution,3
"on my last comment there, I've suggested to give the badge right away, just as core and meta",3
no matter how small the contribution is.,3
@felipeelia I just posted an agree with you. There is precedent on other teams and make the contributor seen right away - I think it's the best onboarding tool we have,3
we would need to post a list of contributions,3
we can call the contributors to request for badge.,3
"on the handbook ""how to contribute""",3
"""Fix an article
Create meeting notes
facilitate a meeting
reporting an issue on the comment form?
Creating a PR for Gutenberg docs
user notes on code reference
write an article on HelpHub
update an article on HelpHub
migrate a page to DevHub
Report an issues 
(edited)",3
"I'm leaning towards any significant contribution. We can list down the significant contribution.
My worry is that if we say that fixing a typo is fine - we'll have a rush of requests to do that to farm badges.
We don't have a system like Core or Meta which insists on people adding patches. We'll have to individually lookin at these fixes and either add users or make the fixes ourselves.",3
"yeah, but:
People receive core/meta badges sending a 1-line patch
Coming in here and reporting the small typo does require some effort
(edited)",3
Working out how to communicate a fix to the Docs team is a significant step. even if the contribution per se is just a typo fix.,3
That is those workflows are about,3
Fair enough,3
"But the moment I see abuse, we're gonna tighten it okay?",3
"Regarding Team badge, btw, you shared a spreadsheet but that wasn't editable @Kenshino (Jon)",3
(during the last meeting),3
Yeah sorry I didn't get to reply. Adding an openly editable doc where I can't easily track which is real / which is not yet added and so on is gonna be tough. I'd suggest we setup a system where by a few of us can edit the sheet. These people should ideally be running projects within the Docs Team,3
"These people can verify that X, Y, Z should get the Team Badge",3
"How many on this team are able to give out badges? Is it just @Kenshino (Jon)? if yes, Jon, you could come up with a routine, that fits your workflow...",3
makes sense. I'd say to keep it sync with this: https://make.wordpress.org/docs/handbook/the-team/,3
"I'm comfortable with that. Which puts the onus on each project reps to get names into the doc.
I'll submit once per month",3
That's seems quite doable.,3
What are the goals of the survey? This started before I joined so I  need to do some catching up... And who is target audience?,3
And has the doc team done surveys before?,3
"General theme: ""How can we improve our user docs""",3
Not in the last 3-4 years @bph,3
"At the end of the survey, I'd like to have enough info to know what else we can do about our user docs (HelpHub) so we can directly focus our dev and content efforts in the right areas",3
Are the questions and results from the last survey archived?,3
That's the last question ^^ for today<G> on the survey (edited),3
We've never done such surveys and potentially never any. If we did it would not have been in recent years and I doubt we shoud take those as basis,3
What about a P2 to solicit questions and answer sets?,3
and other comment?,3
"As WC Asia is coming, @zzap told us it would be nice to reach an agreement on two items: Team Workflows and Badges distribution (edited)",3
@zzap are you there? Do you want to explain those items?,3
"yes, so the workflows refer to reporting an issue
we have trello board for that: https://trello.com/c/GNXYppYS/44-workflows",3
"I believe that most of workflows are covered, if not all",3
"meanwhile, I'll start google doc with the workflows we have in trello",3
"so we can work on wording and tiding up, and adding all the workflows added later",3
and hope to have that page published in the first week of February,3
"about badges, let's everyone please finish up discussion by the end of this week so I can start working on P2 proposal",3
it's here: https://make.wordpress.org/docs/2020/01/08/documentation-team-profile-badges/,3
leave your comments and questions,3
then I'll publish proposal at p2 and if we all agree we could start applying it,3
can I ask you a practical question about our team?,3
hopefully at WC Asia we'll have some new badges,3
shoot @felipeelia,3
Could we in the meantime update team badges for those of us recently joined?,3
"for example, before our meeting @nobnob pointed us an error on one of our docs. He could not fix it himself, so he came here and told us. Would he receive the docs contrib badge?",3
"(sorry for using you as an example @nobnob, I hope you don't mind)",3
@felipeelia that is exactly the subject of our discussion. What is contribution to docs team and how much of it is needed for a badge,3
and the fact that we don't know is frustrating to many contributors,3
"I'm going to chime in on this discussion. On the design team, we do triages and people who participate on triages, do not receive a badge because that is a micro-contribution",3
"Only those members with a specific project or role in the team, are the ones that receive the badge",3
those are basically the parameters for design,3
"Only those members with a specific project or role in the team, are the ones that receive the badge
This would be for the team badge, wouldn't it?",3
that's why it's important to have everyone's input and that everyone agrees,3
not sure we are talking apples to apples here... The team badge is one thing and that's what design team has.. I don't think design has contributor badges... like the docs team has or the community team has...,3
"@estelaris yep, same for us at Accessibility team",3
^^ I could be wrong about the design team..,3
we have both contributor and team badges,3
"forums team has a 1,000 replies goal to receive the contrib badge. Becoming a moderator comes with the team badge",3
@clorith I think it's actually 400 replies for contributions on the support team... (edited),3
"Our (docs) team badge seems to be simple... we have a team page, it one name's is there, he/she needs a badge (team)",3
the design contributor badge is because I am involved in a specific design project (in this case it is the re-design for HelpHub),3
"Yeah, 400 replies, we might adjust that though, it's a trial run while we try to find a good number that works",3
"(from where did I take that 1,000 number? sorry and thanks @bph and @clorith)",3
"And of course, rosetta sites have their own criteria, and they just report in to us",3
"Right, so I think we might have a better discussion when proposal is published.",3
we usually check for 400 meaningful replies too,3
"yeah, meaningful is a key",3
"alright, so I'll start working on proposal this week, everyone is welcome to continue discussion at p2",3
Contributor Badges are harder to define,3
"Team badges are easy - if you have a defined role and you're attending regular meetings, please put your name here - https://docs.google.com/spreadsheets/d/1hAPORz_yl4UTerPo8Tl5j_Xznfpm_NItrNftoXwBqvA/edit#gid=539648984",3
I will give you the badges,3
"also people who facilitate meetings and take notes should get a team badge too, correct @Kenshino (Jon)?",3
(we also should talk about these folks someday: https://make.wordpress.org/docs/pledges/) (edited),3
I'd like those people to have a specific role within the Docs Team. Facilitating meetings should be a task we all share and can be quite an entry level task to join us,3
I'm gonna share more specific thoughts around that but here are some highlights,3
"Yes, maybe it's better to leave the discussion evolve in p2 for a while so everybody have time to participate",3
"We want it to be accessible but not game-able. Setting it to any contribution to get a badge makes it too easy and it makes the badge meaningless
Team badges need to be given on a term basis. If people stop contributing regularly without cause, then they shouldn't retain team badges.
(FWIW, I can give and remove badges) (edited)",3
"yeah, discussion is going in similar direction",3
How can people contribute? - Fix an article? Create meeting notes? What else?,3
I can do an audit of the team badges and remove anyone that isn't on the team,3
"also, many folks here should have this badge a long time ago, we want to fix this",3
I'd like to give some allowance for people with great contributions to retain their team badges. E.g. Previous Team Leads etc,3
"Nice. Let's have this discussion on p2. It's also good because it gets better documented for the future as well. So anyone interested in share thoughts or ask questions regarding this matter, please leave a comment in https://make.wordpress.org/docs/2020/01/08/documentation-team-profile-badges/",3
"Custom Fields page@joyously brought the topic of Custom Fields article in HelpHub (https://wordpress.org/support/article/custom-fields/), which is missing some information on how to diplay the custom fields (original codex article: http://web.archive.org/web/20160301204600/https://codex.wordpress.org/Using_Custom_Fields)@Kenshino (Jon) and others argue that this is end-user docs and should not have this kind of information. It should have a link instead.@felipeelia suggests to link it to: https://developer.wordpress.org/plugins/metadata/rendering-post-metadata/",3
I'm with @felipeelia here. That should be in plugin handbook,3
Me too. It's actually in the Theme handbook. But that page could be extended with more complete examples,3
A side note about that page: shouldn't we decide on meta-data or metadata? We have both there.,3
good point. I would go for metadata,3
I think it's metadata in code as well,3
Yes.. never saw meta-data anywhere else,3
I use meta data when writing,3
But happy with using metadata for consistency (edited),3
Ok. second point is to remove of Bitnami in the multisite considerations article: https://wordpress.org/support/article/before-you-create-a-network/ (@René Hermenau suggested) and also do not encourage beginners to use multisite,3
@atachibana agreed with that and said he could do it if no one opposed. Do we have an opposition?,3
"+1 for removing Bitnami link
-1 for ""not encouraging beginners...""",3
"it IS a feature (a good one by the way), we just need to explain it better",3
we could also have a better documentation on multisite so that beginners can see it's not that simple,3
"Yes, that second one could be done in several ways, so it's hard to tell what is ok. Maybe it needs more discussion",3
Maybe @atachibana could make a proposition,3
Or @René Hermenau,3
"At least, we should mentions demerit",3
"I think that multisite has more than one purpose and it make sense in different ways. But call me biased 
 (edited)",3
Plugin might not run or so,3
"a good ""Pros and Cons"" list?",3
"caveats, warnings",3
Remove Bitnami,3
"Also I have a challenge on the whole ""most plugins don't work for multisite"" assumption (edited)",3
Explain which workflows fly with multisite and what are the things you might watch out for,3
"Since you can install plugins on subsites regularly, they'd work. They just might not have network settings / network activation",3
Some bad coded plugins might break. e.g. hardocoded table names... but its an edge case. Surely not most plugins,3
We explain it in our faq. pro and con of multisite -> https://multilingualpress.org/docs/wordpress-multisite-pros-cons/,3
And we divide a plugin’s compatibility with WordPress multisite into three categories: https://multilingualpress.org/docs/wordpress-multisite-compatible-plugins-the-definite-list/,3
"I'm a pretty huge advocate for default installing multisite 
 But that's also because I know WP very well and I'm a dev",3
In my opinion we should give people some examples and some downsides.,3
No marketing just documentation,3
"Big fan here too as well and have done quite a bit of work on it, would be awesome to see a run of adoption again",3
We don't want to sell the multisite feature. We want people to make an informed decision (edited),3
that's the spirit,3
"My question: Should the documentation for Gutenberg End User have a section for features only available in the plugin? They are future features for Core, so it might make sense to have a future features / changes.",3
I guess as long as it's clear that it's not available in core yet...,3
I think it should only feature Core info,3
"We can mention to every GTE of each Spanish locales to notificate them about this ideas. I only know @abrahammoca and @tokyobiyori, what do you think? (edited)",3
I think this is a good chance to work together. Dominican Republic/Honduras/Puerto Rico teams seem dormant,3
"Yes, there are many Spanish locales almost no translations.",3
Tomorrow I can find the username of every GTE from Spanish locale and mention them to talk about the collaboration in the translation milestones (like HelpHub).,3
"I think the best idea is use a channel in this Slack or a channel in the Spanish Slack, but I think this new Slack is not a good idea",3
"I believe the new space is good, but if will be better if we have a channel here, don't you think?",3
"I think the new instance can be a very nice begin, to be honest",3
I use 2 Slacks for WordPress: the global and the Spanish. I think one more it is too much,3
Create a new channel here seemed to be the solution for a non-existent problem (we have too few interactions between Spanish speakers here),3
I understand your point of view @Jesús Amieiro. It would be nice to have that feedback on the P2 post I mentioned (let me grab the link),3
I can talk with an admin of the Spanish Slack and make a channel for this (https://wpes.slack.com/),3
"I agree with @Jesús Amieiro, maybe the people get overwhelmed with three (or more) spaces.",3
@Jesús Amieiro the problem I see in create the channel in the official es_ES Slack is the limit for free spaces: just 10k messages.,3
"The messages will be lost very soon, if a person arrive late, maybe lost the chat.",3
We have a 10k limit for Brazil slack and it takes sometime to hit it,3
It actually fills faster than you expect,3
"And the history is also a good tool to find info, that's one of the benefit of having a spanish channel here.",3
We have 91k for WordPress Russia,3
The problem I see of this channel being part of a specific locale is that people from other locales will have to join a third slack anyway,3
@felipeelia The official Spanish Slack space is very active (edited),3
In the Spanish Slack you can find a lot of people from South America. This Slack is very active,3
I think a global Spanish here may be quite useful. Somehow we still need to follow through with that discussion. As a stop-gap Ali created the new Slack team.,3
"Of 13 spanish locales, I think just Spain have it active, but that space is a free one.",3
"But with a spanish channel here just for discuss topic related to translation, I think we will work very well.",3
"(Pretty much like we created a separate team for Translationday, before we got #polyglots-events  here.",3
"Please note that Spanish official slack isn't only for translation, but for all topics related to WordPress (edited)",3
"I believe that the Spanish community might need to point out the benefits around that on the p2 post that @felipeelia provided. I tried to put my point of view there, but I am not part of the Spanish community, so it won't even affect me directly.",3
"Honestly, the cooperation between Spanish speakers seemed to be very small for non-Spanish ones",3
How do you cooperate between 3 different pt_ locales?,3
And that was a problem while we were suggesting the new channel: it seemed a solution for a non-existent problem. Why to have a channel to separate a conversation that does not exist,3
"Brazilian Portuguese is very different from Angola and Portugal 
 I do know they cooperate, though",3
"I'm trying to redirect people to new space (https://spanishpolyglots.slack.com/), but I feel skepticism between members.",3
Do you see some reasons for that skepticism?,3
We could work to convince them somehow,3
"People have a lot of Slacks (I am active in 5). Not one more, please",3
"Switching between spaces is very exhausting and honestly, thats the main reason. I don't see issues in creating a new channel like #polyglots-espanish or something like that.",3
"Easier, of course, is to just join one more channel here in the global team.",3
I jump easily forth and back between 4 Slack spaces regularly. But agree totally that keeping it within one team (and with retained history) is even better. (edited),3
"Nice, we all agree with that. So, I'll kindly ask you to leave that feedback on that P2 post, that will show our interest in the new channel. In the meantime, The new slack instance will be there to help coordinate efforts",3
And somehow address what we can do to handle fears of spam and that the foreign language channel will be used for wrong things...,3
The Spanish people can report this to an admin if it occurs,3
"It's a good idea to clarify that channel will be use just for translation topics, specially sharing efforts between locale teams in translation (that's the original idea)",3
"sharing efforts between locale teams in translation
Yes! Please point that out on the P2 post too... the channel main reason is still to be clarified",3
"He did have one question for us,
I didn’t commit my db back with the code (its pretty), so I see there’s some data work to be done to get it going on the test site. If you would like, I can clean it up a bit and export?",3
Which data? Does he added any options field?,3
"I can see upsides and downsides to this- the posts should be automatically imported based on our repos, so depending on what changes he made, we may need to get him to commit his db into a different branch, so we can make sure the plugin is importing the posts the way he needs them",3
I see that new post and taxonomies are added. So I think we can commit db.,3
Yes different branch will be better,3
"Sounds like we agree then, I set up the branch https://github.com/wptrainingteam/learn-theme-beta/tree/stevedb so we can check it out, and I'll let him know to PR it over there",3
"Yesterday, I was trying to explain in a forum question about comments how the Discussion options work, but was confused a little myself when I check the current version. Because of this ticket https://core.trac.wordpress.org/ticket/38517 that went into 5.3, it says ""comments on posts"" instead of ""comments on articles"", which implies that those options only apply to Posts. They do apply to all post types with comment support, but I think that kind of got lost in the change. I made a comment on the ticket, but it's already out the door...
I guess I was wondering either A) what can be done to prevent that happening again? or B) can it be fixed?",3
"I'm sorry, but that's... a core ticket, and not a support thing",3
"I know, but it is about support",3
"The user can't tell what the options apply to, and I couldn't state with certainty anymore either.",3
"Right, but there’s really nothing we as a support team can do about that. This is a great argument for the Trac ticket however, and that might get the developers to change their minds.
The best we can do as a support team is just make note of the change.",3
Maybe a few of you could comment on the ticket?,3
It really only shows up in support.,3
"Because all of the people that already know, don't see it.",3
"I don't think it makes sense to spam a ticket with ""yes, this"" replies. The ones who worked on it get notified when a comment is posted, so they'll see a remark was made and can look into it (time permitting)",3
"Well, when I made my comment, I saw that nobody was listed at the bottom...",3
"You don't need ot be listed to get notifications, those responsible for the components, and the ticket creator get notified by default for example",3
"OK, maybe just note somewhere that it is fallout from WP 5.3. It made that page a little more hard to understand.",3
I think our note taker might be on it?,3
"It is not, no, it's not specific enough to a particular release, and would likely result in other things breaking before this is a problem, might be worth adding to the troubleshooting steps",3
"But it's one of those ""if they don't use https, this may confuse them and cause extra failures if they try upgrading without having support for it""",3
"Yeah. Found it when I asked her to look in the console. Now with all JS going on, understanding the console is getting more important for every release.",3
"It might be worth a core ticket to have some kind of ""has-js-but-missing"" class (there's already no-js to check if JS exists at all), and have core output a warning if there's a problem loading JS",3
"Because you are right, it's getting more more important",3
"But yes, that, if you'd like to make a core ticket that would be absolutely super, I see the value in that 
 (edited)",3
I like the idea,3
I do like the idea too.,3
It would be good to have a bit better visibility on what mods in international forums can/should do in various cases.,3
But I'm not sure that anyone single person would be able to write up the whole truth on that.,3
"In general, I think there shouldn't be any difference, a mod on w.org is a mod on w.org, unless there's some distinction I'm not aware of ?",3
Or are you looking for something specific ?,3
I have my original document in the clipboard if you want me to post it here.,3
"Currently, what we have kind of like an invisible set of guidelines that Otto enforces when people email him to complain about us, so that’s why I think it would be best for him to write-up the public ones. 
 (edited)",3
"Sorry, was typing what while you asked, that’s in reference to getting some public moderator guidelines up in the Handbook.
To your question @JNash yes please post it.",3
Fundamental principles tend to work quite well...,3
"I don't see the need for this, as ""report topic"" is designed for this purpose and the modlook queue gets examined with some frequency",3
"They are harder to express the first time around, but usually it is more effective than set of rules / guidelines.",3
My only concern is that a 'modlooked' Spam is still visible and beneficial to the spammer.,3
"for a short time, yes.",3
"@JNash I really like the idea of a special role that can only mark things as Spam. There is already a Spam queue that we review regularly before purging it, and that’s exactly where marking something as Spam sends it.
@Carike Common sense is what we’ve been rolling on for years, but some users and mods have been vocal lately about “Where can I see your guidelines?”",3
To cover all the new posts as they come in to defeat spam (that's passed akismet) as quick as you want them to would require a lot volunteers all in different timezones. How many volunteers attend forum meetings? How would they know they have this new role and understand how to use it?,3
"I think we might reduce the pushback on moderation by adopting a ""no flag on first offense"" rule (unless the offense is grieveous).",3
The plugins portion I don't think is Forum territory and may be better discussed during the pluginsreview meetings.,3
maybe that could be delegated to plugin authors? They already have some special powers in their sub-fora.,3
"(I see a lot of potential, though, for ""spamming"" one star reviews)",3
"Yes, @macmanx, I thinking the spam queue for the spams. The special user or a special 'tag' filter maybe? The thing is those special users might be key to it else somebody 'public' will sooner or later mark everything they see as spam.",3
"For the queues to be served better in international forums, ticket https://meta.trac.wordpress.org/ticket/3954 would be good to have actioned.",3
"I guess the question is ""If we trust someone enough to let them mark topics, why not make them mods?""",3
"So, we already have few trusted folks who we'd give mod powers to, do we have that many we don't trust as mods that we'd rather give a bi-role to instead of making them mods (if there's a legitimate need) ?",3
"And yes, for it to be viable, you'd need folks on a wider scale from other areas, and they generally ahve their own forums they look after instead.",3
"Yeah, I’m fine with extending mod powers to folks, even if they don’t have much time. We just ask that you make an effort to attend meetings, otherwise being busy and taking breaks is fine.
With that said, if we do create a new role instead, it will be relatively easy to tie it into the existing “mark as Spam” action. (edited)",3
"I'm unfamiliar, how big of an issue is spam that passes Akismet and just sits around until someone flags it?",3
We get 2 or 3 posts per day I think that get reported as spam by users (edited),3
A lot of it is posted here.,3
"I’d say Akismet is somewhere around 60% to 70% effective on the forums right now, as far as missed spam goes.",3
@sterndata I don't want to be a mod but I also thought this 'special position' would be a good first step to be coming a mod here.,3
"> somewhere around 60% to 70% effective on the forums
and that’s due to a long history of Archiving things rather than marking them as Spam, and marking non-Spam as Spam. We’ve kind of poisoned our own well and it’s going to take a while to sort out still.",3
"I don't see the need for a step between ""trust their forum replies and behavior"" and ""let's make them a mod""",3
I do.,3
"On the other hand, a simple ""power"" such as this could drive people who normally aren't as involved into being more involved by doing simple tasks of marking spam.",3
Whether or not that's worth the trouble of creating an entirely new role though,3
"Are there any other ""simple"" tasks that could be positioned ""in-between""?",3
"I’d love a role that can only:
Mark as Spam
Approve items in Pending",3
"only those 2 things though, anything more in my mind would just be a mod",3
"I'd hoenstly not do the approval bit, marking as spam requires oversight for somethign ""bad"" to happen",3
good point,3
First item: Improve the Handbook recommendation for abbreviations and acronyms,2
It’s related to this handbook page: (edited),2
https://make.wordpress.org/core/handbook/best-practices/spelling/#abbreviations-and-acronyms,2
"@afercia raised this item, but I guess the idea is to ask authors to use the complet term at least the first time they use it in a post, right?",2
Yup in https://core.trac.wordpress.org/ticket/46980 we set some new practices for abbreviations (and acronyms).,2
"Basically:
evaluate which abbreviations can be removed in favor of full text
for the other cases: provide an expansion of the abbreviation/acronym/neuronym in plain text on first use
use an <abbr> to mark up the abbreviation (which provides a hint to user agents on how to announce/display the content)
do not use a title attribute",2
"We didn’t set this in stone on the accessibility coding standards though, nor on the handbook Spelling page (edited)",2
then we should point the #docs team to this meeting summary,2
We have 23 items in 5.5 milestone: https://core.trac.wordpress.org/query?status=accepted&status=assigned&status=new&status=reopened&status=reviewing&focuses=~accessibility&milestone=5.5&col=id&col=summary&col=status&col=owner&col=type&col=priority&col=milestone&order=priority,2
"One thing I'd like to have as a goal is more aggressive work during alpha, so that we can dedicate more attention to the final product during beta & RC.",2
Looks like most of them are defects/bugs,2
